tconst,titletype,primarytitle,originaltitle,isadult,startyear,endyear,runtimeminutes,genres
tt0052106,movie,The Quiet American,The Quiet American,0,1958,\N,120,"Drama,Romance,Thriller"
tt0052107,movie,15 bajo la lona,15 bajo la lona,0,1959,\N,101,Comedy
tt0052108,short,Quiz Whizz,Quiz Whizz,0,1958,\N,16,"Comedy,Short"
tt0052109,movie,Prescription for Murder,Rx for Murder,0,1958,\N,85,"Crime,Drama,Mystery"
tt0052110,movie,Love on the Riviera,Racconti d'estate,0,1958,\N,113,"Comedy,Drama,Romance"
tt0052111,movie,Raffles,Raffles,0,1958,\N,\N,"Adventure,Crime,Drama"
tt0052112,movie,Sinners of Paris,Rafles sur la ville,0,1958,\N,82,"Crime,Drama"
tt0052113,short,Raga,Raga,0,1958,\N,7,Short
tt0052116,movie,Raj Tilak,Raj Tilak,0,1959,\N,171,Adventure
tt0052117,movie,"Rally 'Round the Flag, Boys!","Rally 'Round the Flag, Boys!",0,1958,\N,106,Comedy
tt0052119,short,Les raquetteurs,Les raquetteurs,0,1958,\N,15,"Documentary,Short"
tt0052120,movie,Rascel marine,Rascel marine,0,1958,\N,106,Comedy
tt0052121,movie,Raw Wind in Eden,Raw Wind in Eden,0,1958,\N,93,"Adventure,Crime,Drama"
tt0052122,movie,The Rawhide Trail,The Rawhide Trail,0,1958,\N,67,Western
tt0052123,movie,The Warrior and the Slave Girl,La rivolta dei gladiatori,0,1958,\N,88,Adventure
tt0052125,movie,Eine Reise ins Glück,Eine Reise ins Glück,0,1958,\N,94,"Comedy,Crime,Romance"
tt0052126,movie,The Reluctant Debutante,The Reluctant Debutante,0,1958,\N,94,"Comedy,Romance"
tt0052127,movie,The Devil's Blast,Les rendez-vous du diable,0,1959,\N,80,Documentary
tt0052129,movie,The Restless Years,The Restless Years,0,1958,\N,86,"Crime,Drama,Film-Noir"
tt0052130,movie,Retour de manivelle,Retour de manivelle,0,1957,\N,118,"Crime,Drama"
tt0052131,movie,The Return of Dracula,The Return of Dracula,0,1958,\N,77,"Drama,Horror,Mystery"
tt0052132,movie,Return to Warbow,Return to Warbow,0,1958,\N,67,Western
tt0052133,movie,Revolt in the Big House,Revolt in the Big House,0,1958,\N,79,"Crime,Drama,Film-Noir"
tt0052134,movie,Ricordati di Napoli,Ricordati di Napoli,0,1958,\N,95,"Comedy,Drama"
tt0052135,movie,Ride a Crooked Trail,Ride a Crooked Trail,0,1958,\N,88,"Drama,Western"
tt0052136,movie,Riff Raff Girls,Du rififi chez les femmes,0,1959,\N,110,"Action,Crime,Drama"
tt0052137,movie,Bimbo the Great,Rivalen der Manege,0,1958,\N,96,Drama
tt0052138,movie,Doroga k zvezdam,Doroga k zvezdam,0,1957,\N,52,"Biography,Sci-Fi"
tt0052139,short,Robin Hood Daffy,Robin Hood Daffy,0,1958,\N,6,"Adventure,Animation,Comedy"
tt0052140,short,Robin Hoodwinked,Robin Hoodwinked,0,1958,\N,6,"Animation,Comedy,Family"
tt0052141,movie,Rock-a-Bye Baby,Rock-a-Bye Baby,0,1958,\N,103,"Comedy,Musical"
tt0052144,movie,"Romarei, das Mädchen mit den grünen Augen","Romarei, das Mädchen mit den grünen Augen",0,1958,\N,84,"Adventure,Drama"
tt0052145,movie,Rommel ruft Kairo,Rommel ruft Kairo,0,1959,\N,105,"Thriller,War"
tt0052146,short,Rondo,Rondo,0,1958,\N,15,Short
tt0052147,movie,Rooney,Rooney,0,1958,\N,88,Comedy
tt0052148,movie,The Roots of Heaven,The Roots of Heaven,0,1958,\N,126,"Adventure,Drama"
tt0052149,short,Royal Cat Nap,Royal Cat Nap,0,1958,\N,7,"Animation,Comedy,Family"
tt0052150,movie,El ruiseñor de las cumbres,El ruiseñor de las cumbres,0,1958,\N,86,"Family,Musical"
tt0052151,movie,Run Silent Run Deep,"Run Silent, Run Deep",0,1958,\N,93,"Action,Drama,War"
tt0052152,movie,"S.O.S., abuelita","S.O.S., abuelita",0,1959,\N,80,"Comedy,Fantasy"
tt0052153,movie,Put Out or Shut Up,Sabaleros,0,1959,\N,65,Drama
tt0052154,movie,Sadhna,Sadhna,0,1958,\N,137,Drama
tt0052155,movie,The Safecracker,The Safecracker,0,1958,\N,96,"Crime,Drama,War"
tt0052156,movie,The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent,The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent,0,1957,\N,66,"Action,Adventure,Fantasy"
tt0052157,movie,Sangue Toureiro,Sangue Toureiro,0,1958,\N,94,Drama
tt0052158,movie,Santo vs. Infernal Men,Santo contra ''Hombres infernales'',0,1961,\N,77,"Adventure,Mystery"
tt0052159,movie,Santo vs. the Evil Brain,Santo contra cerebro del mal,0,1961,\N,73,"Action,Adventure,Sci-Fi"
tt0052160,movie,Satan's Satellites,Satan's Satellites,0,1958,\N,70,Sci-Fi
tt0052162,movie,Duel in the Forest,Der Schinderhannes,0,1958,\N,115,"Crime,Drama,History"
tt0052163,movie,Schlag auf Schlag,Schlag auf Schlag,0,1959,\N,97,Comedy
tt0052164,movie,Imperfect Angel,Schmutziger Engel,0,1958,\N,94,Drama
tt0052165,movie,Der schwarze Blitz,Der schwarze Blitz,0,1958,\N,96,"Romance,Sport"
tt0052167,movie,Schwarzwälder Kirsch,Schwarzwälder Kirsch,0,1958,\N,90,"Comedy,Drama,Romance"
tt0052168,movie,Screaming Mimi,Screaming Mimi,0,1958,\N,79,"Drama,Film-Noir,Thriller"
tt0052169,movie,The Screaming Skull,The Screaming Skull,0,1958,\N,68,"Horror,Thriller"
tt0052170,movie,Sea Fury,Sea Fury,0,1958,\N,97,"Action,Adventure,Drama"
tt0052171,movie,Sebastian Kneipp,Sebastian Kneipp,0,1958,\N,117,Biography
tt0052172,movie,The Secret Man,The Secret Man,0,1958,\N,78,"Drama,Thriller"
tt0052173,movie,Secretaria para todo,Secretaria para todo,0,1958,\N,90,"Comedy,Musical"
tt0052174,movie,The Kidnapper,El secuestrador,0,1958,\N,75,Drama
tt0052176,movie,Il segreto delle rose,Il segreto delle rose,0,1958,\N,80,Romance
tt0052177,movie,Sehnsucht hat mich verführt,Sehnsucht hat mich verführt,0,1958,\N,94,"Drama,Romance"
tt0052178,movie,Zauber der Montur,Zauber der Montur,0,1958,\N,97,Comedy
tt0052179,movie,Seksdagesløbet,Seksdagesløbet,0,1958,\N,97,"Drama,Sport"
tt0052180,movie,Sendas marcadas,Sendas marcadas,0,1959,\N,86,Crime
tt0052181,movie,Senior Prom,Senior Prom,0,1958,\N,82,Musical
tt0052182,movie,Separate Tables,Separate Tables,0,1958,\N,100,"Drama,Romance"
tt0052187,movie,She Demons,She Demons,0,1958,\N,77,"Horror,Sci-Fi"
tt0052188,movie,She Gods of Shark Reef,She Gods of Shark Reef,0,1958,\N,63,Adventure
tt0052189,short,Sheep Wrecked,Sheep Wrecked,0,1958,\N,6,"Animation,Comedy,Family"
tt0052190,movie,The Sheepman,The Sheepman,0,1958,\N,85,Western
tt0052191,movie,The Sheriff of Fractured Jaw,The Sheriff of Fractured Jaw,0,1958,\N,103,"Comedy,Romance,Western"
tt0052192,movie,Shirasagi,Shirasagi,0,1958,\N,97,Drama
tt0052193,movie,Shli soldaty,Shli soldaty,0,1959,\N,86,"Drama,War"
tt0052194,movie,Showdown at Boot Hill,Showdown at Boot Hill,0,1958,\N,71,"Drama,Western"
tt0052195,short,Sidney's Family Tree,Sidney's Family Tree,0,1958,\N,6,"Animation,Comedy,Family"
tt0052196,movie,Sierra Baron,Sierra Baron,0,1958,\N,80,Western
tt0052197,movie,The Silent Enemy,The Silent Enemy,0,1958,\N,112,"Action,Biography,History"
tt0052198,movie,Sing Boy Sing,Sing Boy Sing,0,1958,\N,90,"Drama,Musical"
tt0052199,movie,The Singing Ringing Tree,"Das singende, klingende Bäumchen",0,1957,\N,74,"Adventure,Family,Fantasy"
tt0052200,movie,"Sag ja, Mutti","Sag ja, Mutti",0,1958,\N,84,Drama
tt0052201,movie,Sitaron Se Aage,Sitaron Se Aage,0,1958,\N,\N,"Drama,Musical"
tt0052202,movie,Skandal um Dodo,Skandal um Dodo,0,1959,\N,92,Comedy
tt0052205,movie,The Small World of Sammy Lee,The Small World of Sammy Lee,0,1963,\N,107,Drama
tt0052207,movie,The Snorkel,The Snorkel,0,1958,\N,90,"Crime,Horror,Mystery"
tt0052208,short,Snows of Aorangi,Snows of Aorangi,0,1958,\N,19,Short
tt0052209,movie,So ein Millionär hat's schwer,So ein Millionär hat's schwer,0,1958,\N,92,Comedy
tt0052211,movie,Be Beautiful But Shut Up,Sois belle et tais-toi,0,1958,\N,110,Comedy
tt0052212,movie,Solang' die Sterne glüh'n,Solang' die Sterne glüh'n,0,1958,\N,86,Comedy
tt0052213,movie,As Long as the Heart Still Beats,Solange das Herz schlägt,0,1958,\N,93,Drama
tt0052214,movie,Soldaterkammerater,Soldaterkammerater,0,1958,\N,90,Comedy
tt0052215,movie,Soledad,Soledad,0,1958,\N,82,"Comedy,Drama,Musical"
tt0052216,movie,Big Deal on Madonna Street,I soliti ignoti,0,1958,\N,106,"Comedy,Crime"
tt0052217,movie,Solwah Saal,Solwah Saal,0,1958,\N,135,"Comedy,Romance,Thriller"
tt0052218,movie,Some Came Running,Some Came Running,0,1958,\N,137,"Drama,Romance"
tt0052219,short,Something for the Girls,Something for the Girls,0,1958,\N,\N,"Documentary,Short"
tt0052220,movie,Sone Ki Chidiya,Sone Ki Chidiya,0,1958,\N,171,"Drama,Romance"
tt0052221,movie,Song for a Bride,Hanayome sanjûsô,0,1958,\N,87,"Comedy,Drama"
tt0052224,movie,Yagyû bugeichô: Sôryû hiken,Yagyû bugeichô: Sôryû hiken,0,1958,\N,105,"Action,Adventure,Drama"
tt0052225,movie,South Pacific,South Pacific,0,1958,\N,157,"Musical,Romance,War"
tt0052226,movie,South Seas Adventure,South Seas Adventure,0,1958,\N,120,"Adventure,Romance"
tt0052227,movie,The Space Children,The Space Children,0,1958,\N,69,Sci-Fi
tt0052228,movie,Space Master X-7,Space Master X-7,0,1958,\N,71,"Horror,Sci-Fi,Thriller"
tt0052229,movie,La spada e la croce,La spada e la croce,0,1958,\N,105,Drama
tt0052230,movie,Spanish Affair,Spanish Affair,0,1957,\N,93,Drama
tt0052232,movie,Sputnik,"À pied, à cheval et en spoutnik!",0,1958,\N,110,Comedy
tt0052233,movie,The Square Peg,The Square Peg,0,1958,\N,85,"Comedy,War"
tt0052234,movie,St. Louis Blues,St. Louis Blues,0,1958,\N,105,"Biography,Drama,Music"
tt0052235,movie,Stage Struck,Stage Struck,0,1958,\N,95,"Drama,Romance"
tt0052236,tvEpisode,Bankraub in Köln,Bankraub in Köln,0,1958,\N,36,"Crime,Drama,Thriller"
tt0052237,tvEpisode,Das zwölfte Messer,Das zwölfte Messer,0,1958,\N,50,"Crime,Drama,Thriller"
tt0052238,tvEpisode,Die Tote im Hafenbecken,Die Tote im Hafenbecken,0,1958,\N,50,"Crime,Drama,Thriller"
tt0052239,tvEpisode,Die blaue Mütze,Die blaue Mütze,0,1958,\N,45,"Crime,Drama,Thriller"
tt0052240,tvEpisode,Mordfall Oberhausen,Mordfall Oberhausen,0,1958,\N,35,"Crime,Drama,Thriller"
tt0052241,tvEpisode,Sechs unter Verdacht,Sechs unter Verdacht,0,1958,\N,50,"Crime,Drama,Thriller"
tt0052242,movie,Stakeout on Dope Street,Stakeout on Dope Street,0,1958,\N,83,"Crime,Drama"
tt0052244,movie,Stefanie,Stefanie,0,1958,\N,95,"Comedy,Romance"
tt0052245,movie,Step Down to Terror,Step Down to Terror,0,1958,\N,76,"Crime,Drama,Film-Noir"
tt0052246,movie,Der Stern von Santa Clara,Der Stern von Santa Clara,0,1958,\N,85,"Comedy,Musical"
tt0052247,movie,Den store amatören,Den store amatören,0,1958,\N,92,Comedy
tt0052248,movie,Jun'ai monogatari,Jun'ai monogatari,0,1957,\N,133,"Crime,Drama,Romance"
tt0052249,movie,The Stowaway,The Stowaway,0,1958,\N,93,"Adventure,Drama"
tt0052250,movie,The Year Long Road,La strada lunga un anno,0,1958,\N,162,Drama
tt0052251,movie,Dangerous Games,Les jeux dangereux,0,1958,\N,95,"Crime,Drama"
tt0052252,movie,Female Fiends,The Strange Awakening,0,1958,\N,79,"Crime,Drama,Thriller"
tt0052253,movie,The Strange Case of Dr. Manning,Morning Call,0,1957,\N,75,"Crime,Thriller"
tt0052255,movie,Ups and Downs,Sube y baja,0,1959,\N,108,"Comedy,Sport"
tt0052256,movie,Submarine Seahawk,Submarine Seahawk,0,1958,\N,83,War
tt0052257,movie,Suicide Battalion,Suicide Battalion,0,1958,\N,79,"Drama,War"
tt0052258,movie,Summer Love,Summer Love,0,1958,\N,85,"Comedy,Musical,Romance"
tt0052262,short,Sweet and Hot,Sweet and Hot,0,1958,\N,17,"Comedy,Short"
tt0052263,movie,St. Peter's Umbrella,Szent Péter esernyöje,0,1958,\N,94,"Comedy,Drama,Romance"
tt0052264,movie,Sénéchal the Magnificent,Sénéchal le magnifique,0,1957,\N,95,Comedy
tt0052265,movie,Pillar of Salt,Sóbálvány,0,1958,\N,87,Drama
tt0052266,movie,Der Sündenbock von Spatzenhausen,Der Sündenbock von Spatzenhausen,0,1958,\N,100,Comedy
tt0052267,short,T Is for Tumbleweed,T Is for Tumbleweed,0,1958,\N,18,Short
tt0052268,movie,Taiga,Taiga,0,1958,\N,100,Drama
tt0052269,short,Tal Farlow,Tal Farlow,0,1958,\N,2,Short
tt0052270,movie,A Tale of Two Cities,A Tale of Two Cities,0,1958,\N,117,"Drama,History,Romance"
tt0052271,movie,Tank Force,Tank Force!,0,1958,\N,86,"Drama,War"
tt0052272,movie,Tarawa Beachhead,Tarawa Beachhead,0,1958,\N,77,"Drama,War"
tt0052273,tvMovie,Tarzan and the Trappers,Tarzan and the Trappers,0,1960,\N,70,"Action,Adventure"
tt0052274,movie,O Tarzan do 5o Esquerdo,O Tarzan do 5o Esquerdo,0,1958,\N,90,"Comedy,Drama,Family"
tt0052275,movie,Tarzan's Fight for Life,Tarzan's Fight for Life,0,1958,\N,86,"Action,Adventure"
tt0052276,movie,"Taxi, Trailer and Corrida",Taxi roulotte et corrida,0,1958,\N,86,Comedy
tt0052278,movie,Teacher's Pet,Teacher's Pet,0,1958,\N,120,"Comedy,Romance"
tt0052279,movie,Teenage Cave Man,Teenage Caveman,0,1958,\N,65,"Adventure,Sci-Fi"
tt0052280,movie,Tempest,La tempesta,0,1958,\N,120,"Adventure,History"
tt0052281,movie,Time Stood Still,Il tempo si è fermato,0,1959,\N,83,Drama
tt0052282,movie,Ten Days to Tulara,Ten Days to Tulara,0,1958,\N,77,"Action,Adventure,Western"
tt0052283,movie,Ten North Frederick,Ten North Frederick,0,1958,\N,102,"Drama,Music,Mystery"
tt0052284,movie,"At That Time, at Christmas...",Tenkrát o vánocích,0,1958,\N,85,"Drama,War"
tt0052286,movie,Terror from the Year 5000,Terror from the Year 5000,0,1958,\N,66,Sci-Fi
tt0052287,movie,Terror in a Texas Town,Terror in a Texas Town,0,1958,\N,80,"Drama,Western"
tt0052289,movie,The Thing That Couldn't Die,The Thing That Couldn't Die,0,1958,\N,69,Horror
tt0052291,movie,This Happy Feeling,This Happy Feeling,0,1958,\N,92,Comedy
tt0052292,movie,Three Crooked Men,Three Crooked Men,0,1959,\N,71,Drama
tt0052293,movie,Thunder Road,Thunder Road,0,1958,\N,92,"Crime,Drama,Film-Noir"
tt0052294,movie,Thundering Jets,Thundering Jets,0,1958,\N,73,"Action,Drama,War"
tt0052295,movie,The Tiger of Eschnapur,Der Tiger von Eschnapur,0,1959,\N,101,"Adventure,Drama,Romance"
tt0052296,movie,A Time to Love and a Time to Die,A Time to Love and a Time to Die,0,1958,\N,132,"Drama,Romance,War"
tt0052297,movie,La tirana,La tirana,0,1958,\N,93,Drama
tt0052298,short,To Itch His Own,To Itch His Own,0,1958,\N,6,"Animation,Comedy,Family"
tt0052299,tvMovie,Der Tod auf dem Rummelplatz,Der Tod auf dem Rummelplatz,0,1958,\N,45,Crime
tt0052300,movie,Tonka,Tonka,0,1958,\N,97,"Adventure,Drama,Family"
tt0052301,movie,Too Many Crooks,Too Many Crooks,0,1959,\N,87,"Comedy,Crime"
tt0052302,movie,"Too Much, Too Soon","Too Much, Too Soon",0,1958,\N,121,"Biography,Drama,Romance"
tt0052303,movie,Torpedo Run,Torpedo Run,0,1958,\N,98,"Drama,War"
tt0052304,short,Tortilla Flaps,Tortilla Flaps,0,1958,\N,6,"Animation,Comedy,Family"
tt0052305,short,Tot Watchers,Tot Watchers,0,1958,\N,7,"Animation,Comedy,Family"
tt0052306,movie,Toto in Paris,Totò a Parigi,0,1958,\N,110,Comedy
tt0052307,movie,Toto and Marcellino,Totò e Marcellino,0,1958,\N,102,Comedy
tt0052308,movie,Totò nella luna,Totò nella luna,0,1958,\N,101,"Comedy,Sci-Fi"
tt0052309,movie,"Totò, Peppino e le fanatiche","Totò, Peppino e le fanatiche",0,1958,\N,88,Comedy
tt0052310,movie,The Lady Doctor,"Totò, Vittorio e la dottoressa",0,1957,\N,104,Comedy
tt0052311,movie,Touch of Evil,Touch of Evil,0,1958,\N,95,"Crime,Drama,Film-Noir"
tt0052312,movie,The Toughest Gun in Tombstone,The Toughest Gun in Tombstone,0,1958,\N,72,Western
tt0052313,movie,The Trapp Family in America,Die Trapp-Familie in Amerika,0,1958,\N,87,"Comedy,Drama,Family"
tt0052314,movie,3 straniere a Roma,3 straniere a Roma,0,1958,\N,\N,"Comedy,Romance"
tt0052315,movie,Tread Softly Stranger,Tread Softly Stranger,0,1958,\N,90,"Crime,Drama"
tt0052317,movie,Tri prání,Tri prání,0,1958,\N,96,"Comedy,Drama,Fantasy"
tt0052318,movie,Les tricheurs,Les tricheurs,0,1958,\N,120,Drama
tt0052319,short,Triple Crossed,Triple Crossed,0,1959,\N,16,"Comedy,Short"
tt0052320,movie,The Crawling Eye,The Trollenberg Terror,0,1958,\N,84,"Horror,Sci-Fi"
tt0052321,movie,Trudnoe schaste,Trudnoe schaste,0,1958,\N,104,Drama
tt0052322,movie,The True Story of Lynn Stuart,The True Story of Lynn Stuart,0,1958,\N,78,"Crime,Drama,Film-Noir"
tt0052323,movie,The Truth About Women,The Truth About Women,0,1957,\N,107,"Comedy,Drama"
tt0052325,movie,The Tunnel of Love,The Tunnel of Love,0,1958,\N,98,"Comedy,Romance"
tt0052326,movie,Twilight for the Gods,Twilight for the Gods,0,1958,\N,120,"Adventure,Drama"
tt0052327,movie,The Two-Headed Spy,The Two-Headed Spy,0,1958,\N,93,"Drama,Thriller,War"
tt0052328,movie,Head Against the Wall,La tête contre les murs,0,1959,\N,95,Drama
tt0052329,movie,U47 - Kapitänleutnant Prien,U47 - Kapitänleutnant Prien,0,1958,\N,91,"Drama,War"
tt0052330,short,The Killers,Ubiytsy,0,1956,\N,19,"Drama,Short"
tt0052331,movie,Sûpâ jaiantsu - Uchû kaijin shutsugen,Sûpâ jaiantsu - Uchû kaijin shutsugen,0,1958,\N,45,"Action,Adventure,Fantasy"
tt0052332,short,Sûpâ jaiantsu - Uchûtei to jinkô eisei gekitotsu,Sûpâ jaiantsu - Uchûtei to jinkô eisei gekitotsu,0,1958,\N,39,"Action,Adventure,Fantasy"
tt0052334,movie,Un drôle de dimanche,Un drôle de dimanche,0,1958,\N,90,"Comedy,Drama"
tt0052335,movie,Uncle Vanya,Uncle Vanya,0,1957,\N,98,Drama
tt0052336,movie,Underwater Warrior,Underwater Warrior,0,1958,\N,91,"Adventure,Biography,Drama"
tt0052337,movie,A Bullet in the Gun Barrel,Une balle dans le canon,0,1958,\N,95,"Crime,Drama"
tt0052338,short,A Story of Water,Une histoire d'eau,0,1961,\N,12,"Adventure,Comedy,Romance"
tt0052339,movie,One Life,Une vie,0,1958,\N,86,Drama
tt0052340,movie,The Restless Night,Unruhige Nacht,0,1958,\N,95,"Drama,War"
tt0052341,movie,Unwed Mother,Unwed Mother,0,1958,\N,74,Drama
tt0052342,movie,The Defeated Victor,Un uomo facile,0,1959,\N,102,Drama
tt0052343,movie,Up the Creek,Up the Creek,0,1958,\N,83,Comedy
tt0052344,movie,V dni oktyabrya,V dni oktyabrya,0,1958,\N,103,"Biography,Drama"
tt0052345,movie,Vagabonderne paa Bakkegaarden,Vagabonderne paa Bakkegaarden,0,1958,\N,100,"Comedy,Drama"
tt0052347,short,The Vanishing Duck,The Vanishing Duck,0,1958,\N,7,"Adventure,Animation,Comedy"
tt0052348,movie,A Glass of Whiskey,Un vaso de whisky,0,1959,\N,88,"Crime,Drama"
tt0052349,movie,Iron Flower,Vasvirág,0,1958,\N,101,"Drama,Romance"
tt0052350,movie,"Vater, Mutter und neun Kinder","Vater, Mutter und neun Kinder",0,1958,\N,95,Comedy
tt0052351,movie,Goddess of Love,La Venere di Cheronea,0,1957,\N,90,Drama
tt0052352,movie,"Venice, the Moon and You","Venezia, la luna e tu",0,1958,\N,107,Comedy
tt0052353,movie,Vargas Inn,Venta de Vargas,0,1959,\N,87,"Adventure,Musical"
tt0052354,movie,Verboten!,Verboten!,0,1959,\N,93,"Drama,Thriller,War"
tt0052355,movie,Das verbotene Paradies,Das verbotene Paradies,0,1958,\N,76,Drama
tt0052356,movie,Verdens rigeste pige,Verdens rigeste pige,0,1958,\N,110,"Comedy,Drama,Music"
tt0052357,movie,Vertigo,Vertigo,0,1958,\N,128,"Mystery,Romance,Thriller"
tt0052358,movie,Embezzled Heaven,Der veruntreute Himmel,0,1958,\N,105,Drama
tt0052359,movie,The Wind,Veter,0,1959,\N,99,"Drama,War"
tt0052360,movie,Vi på Väddö,Vi på Väddö,0,1958,\N,112,Drama
tt0052362,movie,La vida de Agustín Lara,La vida de Agustín Lara,0,1959,\N,116,"Drama,Music,Romance"
tt0052363,movie,Life as a Couple,La vie à deux,0,1958,\N,100,Comedy
tt0052364,movie,The Stranger,Vieras mies,0,1957,\N,100,Drama
tt0052365,movie,The Vikings,The Vikings,0,1958,\N,116,"Action,Adventure,History"
tt0052366,movie,Villa!!,Villa!!,0,1958,\N,72,"Adventure,Western"
tt0052367,movie,Violent Playground,Violent Playground,0,1958,\N,108,"Crime,Drama"
tt0052368,movie,Violent Road,Violent Road,0,1958,\N,86,"Adventure,Drama"
tt0052369,movie,La violetera,La violetera,0,1958,\N,108,"Drama,Musical,Romance"
tt0052370,movie,Our Virgin Island,Virgin Island,0,1958,\N,84,"Adventure,Drama,Romance"
tt0052372,movie,Lost Souls,Vite perdute,0,1959,\N,84,Drama
tt0052373,movie,Voice in the Mirror,Voice in the Mirror,0,1958,\N,103,"Drama,Romance,Thriller"
tt0052374,movie,Invention for Destruction,Vynález zkázy,0,1958,\N,84,"Adventure,Animation,Fantasy"
tt0052375,short,A Waggily Tale,A Waggily Tale,0,1958,\N,6,"Animation,Comedy,Family"
tt0052376,movie,War Is Hell,War Is Hell,0,1961,\N,81,"Drama,War"
tt0052378,movie,War of the Colossal Beast,War of the Colossal Beast,0,1958,\N,69,"Horror,Sci-Fi"
tt0052379,movie,War of the Satellites,War of the Satellites,0,1958,\N,66,"Horror,Sci-Fi"
tt0052380,movie,We Are the Lambeth Boys,We Are the Lambeth Boys,0,1959,\N,53,Documentary
tt0052381,short,Weasel While You Work,Weasel While You Work,0,1958,\N,6,"Animation,Comedy,Family"
tt0052382,movie,Weddings and Babies,Weddings and Babies,0,1958,\N,81,"Drama,Romance"
tt0052383,movie,Wehe wenn sie losgelassen...,Wehe wenn sie losgelassen...,0,1958,\N,80,"Comedy,Musical"
tt0052385,movie,Wenn die Bombe platzt,Wenn die Bombe platzt,0,1958,\N,91,"Comedy,Romance"
tt0052386,movie,Wenn die Conny mit dem Peter,Wenn die Conny mit dem Peter,0,1958,\N,106,"Comedy,Music"
tt0052387,movie,When Hell Broke Loose,When Hell Broke Loose,0,1958,\N,78,"Drama,War"
tt0052388,movie,Rendezvous in Wien,Rendezvous in Wien,0,1959,\N,94,Comedy
tt0052389,movie,White Wilderness,White Wilderness,0,1958,\N,72,"Documentary,Family"
tt0052390,short,"Whoa, Be-Gone!","Whoa, Be-Gone!",0,1958,\N,6,"Animation,Comedy,Family"
tt0052391,movie,The Whole Truth,The Whole Truth,0,1958,\N,84,"Crime,Drama,Mystery"
tt0052393,movie,Wild Heritage,Wild Heritage,0,1958,\N,78,Western
tt0052394,movie,The Wild Women of Wongo,The Wild Women of Wongo,0,1959,\N,72,"Adventure,Comedy"
tt0052395,movie,Wind Across the Everglades,Wind Across the Everglades,0,1958,\N,93,"Adventure,Drama,Romance"
tt0052396,movie,The Wind Cannot Read,The Wind Cannot Read,0,1958,\N,115,"Drama,Romance,War"
tt0052397,movie,Windjammer: The Voyage of the Christian Radich,Windjammer: The Voyage of the Christian Radich,0,1958,\N,142,"Documentary,Romance"
tt0052398,movie,Windom's Way,Windom's Way,0,1957,\N,108,"Adventure,Drama,War"
tt0052399,movie,Wink of an Eye,Wink of an Eye,0,1958,\N,72,"Comedy,Mystery"
tt0052400,movie,Aren't We Wonderful?,Wir Wunderkinder,0,1958,\N,107,Comedy
